month,zipcode,avg_hours
2024-01,00000,26.75861111111111
2024-01,10000,18.065744444444444
2024-01,10001,36.46578783250608
2024-01,10002,35.37749948046557
2024-01,10003,16.828251379567472
2024-01,10004,16.20978114478113
2024-01,10005,27.41092002830856
2024-01,10006,34.525219534050166
2024-01,10007,12.849469434832761
2024-01,10009,39.21166835785556
2024-01,10010,45.90510805731735
2024-01,10011,35.71551706963689
2024-01,10012,38.56140493267902
2024-01,10013,42.166130802748455
2024-01,10014,41.32119052799533
2024-01,10016,40.33995149911818
2024-01,10017,37.44126992376996
2024-01,10018,32.86497959452345
2024-01,10019,28.346305794333023
2024-01,10020,50.33090277777778
2024-01,10021,42.33263426831923
2024-01,10022,42.804049318415586
2024-01,10023,174.6678972478511
2024-01,10024,43.020570160656156
2024-01,10025,49.91662379723691
2024-01,10026,49.63114692576598
2024-01,10027,52.757614993235755
2024-01,10028,44.37682615861937
2024-01,10029,56.61246709739167
2024-01,10030,39.913963171864594
2024-01,10031,50.41455509587599
2024-01,10032,52.05311900437733
2024-01,10033,43.060481831359
2024-01,10034,46.82148492520809
2024-01,10035,47.480900131715195
2024-01,10036,44.330475356679614
2024-01,10037,71.2881714495953
2024-01,10038,27.1350024527839
2024-01,10039,51.58931930916309
2024-01,10040,46.805387952761535
2024-01,10041,189.21944444444443
2024-01,10044,38.05470538720539
2024-01,10045,0.27166666666666667
2024-01,10065,24.86091777311903
2024-01,10069,28.56356630824373
2024-01,10075,41.97652454780359
2024-01,10103,0.3076388888888889
2024-01,10105,7.835277777777778
2024-01,10106,0.72625
2024-01,10107,0.8569444444444444
2024-01,10111,0.29000000000000004
2024-01,10112,0.0
2024-01,10118,0.195
2024-01,10119,0.42833333333333334
2024-01,10120,17.694444444444446
2024-01,10121,93.35173076923077
2024-01,10128,39.28765541816933
2024-01,10151,34.0125
2024-01,10153,1.8908333333333334
2024-01,10154,0.5962777777777777
2024-01,10155,24.96125
2024-01,10162,0.5144444444444445
2024-01,10165,20.30611111111111
2024-01,10166,6.283333333333333
2024-01,10167,31.315833333333334
2024-01,10168,96.99552083333333
2024-01,10169,11.317968253968251
2024-01,10170,51.22770833333333
2024-01,10172,0.7166666666666667
2024-01,10178,33.73861111111111
2024-01,10179,21.087777777777777
2024-01,10271,1.6029563492063492
2024-01,10278,0.4033531746031746
2024-01,10279,0.940185185185185
2024-01,10280,218.19493169398905
2024-01,10282,33.17156779661017
2024-01,10301,57.94760731649472
2024-01,10302,43.60606983752622
2024-01,10303,43.774529845379355
2024-01,10304,56.58711360921037
2024-01,10305,32.642478760619696
2024-01,10306,39.03283119658121
2024-01,10307,24.067626941457576
2024-01,10308,43.481450935471564
2024-01,10309,24.22629260898068
2024-01,10310,25.85882902878667
2024-01,10312,43.38441004979036
2024-01,10314,27.137466134210282
2024-01,10451,54.415490952469526
2024-01,10452,56.00786498608101
2024-01,10453,56.31195758725632
2024-01,10454,54.42013646566678
2024-01,10455,47.163531084656086
2024-01,10456,49.473379174695026
2024-01,10457,51.24203271494113
2024-01,10458,58.78019295558968
2024-01,10459,66.97981905210295
2024-01,10460,52.45576454314336
2024-01,10461,35.454962026372904
2024-01,10462,44.0841017484895
2024-01,10463,37.09182511655815
2024-01,10464,60.13353431372546
2024-01,10465,33.378507207207214
2024-01,10466,38.93095799135121
2024-01,10467,45.46935275149867
2024-01,10468,49.38614142111737
2024-01,10469,40.20850019425023
2024-01,10470,30.65392861757109
2024-01,10471,38.612947790227174
2024-01,10472,51.02587897756912
2024-01,10473,41.2124387682131
2024-01,10474,59.68434697855746
2024-01,10475,50.225949167791285
2024-01,10522,12.154444444444444
2024-01,11001,52.12159003831418
2024-01,11004,54.16246958637471
2024-01,11005,58.550694444444446
2024-01,11040,23.127863247863253
2024-01,11101,26.009254419191915
2024-01,11102,26.90670232920981
2024-01,11103,30.996007591442446
2024-01,11104,43.18285050621556
2024-01,11105,38.79710253577437
2024-01,11106,31.775505304969027
2024-01,11109,25.378796296296294
2024-01,11201,18.427866357492665
2024-01,11203,46.94461491197989
2024-01,11204,36.274520357803766
2024-01,11205,27.3480145180023
2024-01,11206,45.91902064054608
2024-01,11207,38.80678289496663
2024-01,11208,47.54169850721584
2024-01,11209,34.934923414658506
2024-01,11210,37.1541790312953
2024-01,11211,45.48225347222228
2024-01,11212,46.40781806504346
2024-01,11213,55.002403997481856
2024-01,11214,31.515098474945567
2024-01,11215,31.68568975379827
2024-01,11216,46.8056714563803
2024-01,11217,31.884825764067354
2024-01,11218,36.92938662311671
2024-01,11219,34.95342342342335
2024-01,11220,47.910917156932896
2024-01,11221,43.83460854380622
2024-01,11222,32.03311645233725
2024-01,11223,31.382927392201644
2024-01,11224,38.756543752819134
2024-01,11225,55.940519287121155
2024-01,11226,45.30421238926549
2024-01,11228,28.305780582264983
2024-01,11229,23.329711577453427
2024-01,11230,31.124397008207506
2024-01,11231,35.39492801197878
2024-01,11232,42.00895878721863
2024-01,11233,53.28565428927281
2024-01,11234,26.515388155078625
2024-01,11235,27.484613857677864
2024-01,11236,40.84609852670353
2024-01,11237,39.778331346626175
2024-01,11238,47.152373694741435
2024-01,11239,5.502859736645621
2024-01,11241,2.330277777777778
2024-01,11249,33.71253570891595
2024-01,11251,46.25
2024-01,11354,31.549245786033715
2024-01,11355,32.27791460832745
2024-01,11356,20.14571305066907
2024-01,11357,45.156531318854235
2024-01,11358,38.389004103535335
2024-01,11359,2.365648148148148
2024-01,11360,27.480229847494574
2024-01,11361,37.03018372319686
2024-01,11362,32.77404191033138
2024-01,11363,68.97057914046121
2024-01,11364,43.96427027027028
2024-01,11365,23.223037157678856
2024-01,11366,8.921738977072314
2024-01,11367,43.27863204725584
2024-01,11368,25.106156926406946
2024-01,11369,26.293221360895753
2024-01,11370,30.063917698658404
2024-01,11372,30.019163934986
2024-01,11373,31.554423562773785
2024-01,11374,32.24314633616006
2024-01,11375,29.278040526534
2024-01,11377,24.68663514428374
2024-01,11378,18.165790917623266
2024-01,11379,24.68547083961796
2024-01,11385,25.957202713719983
2024-01,11411,22.52962460317462
2024-01,11412,50.77256804478896
2024-01,11413,37.220023696682475
2024-01,11414,114.14244667206684
2024-01,11415,46.715676932367195
2024-01,11416,26.524922148516712
2024-01,11417,28.344373047746554
2024-01,11418,22.610775720164604
2024-01,11419,27.274697719153572
2024-01,11420,31.495126196692816
2024-01,11421,19.244334748761514
2024-01,11422,48.047873482726395
2024-01,11423,39.326633907736486
2024-01,11426,39.297038077403236
2024-01,11427,40.90343456254521
2024-01,11428,29.816563620071662
2024-01,11429,33.000204389574776
2024-01,11430,121.89686743674373
2024-01,11432,36.46839672016747
2024-01,11433,31.19487486123731
2024-01,11434,39.39964177598386
2024-01,11435,31.376681811702635
2024-01,11436,32.52437994891442
2024-01,11691,38.75517539312252
2024-01,11692,39.10824316756275
2024-01,11693,29.393466094771245
2024-01,11694,36.01055954825461
2024-01,11697,62.52453703703703
2024-01,11725,22.614444444444445
2024-01,11747,22.549444444444443
2024-01,11751,71.15194444444444
2024-01,12345,108.96222222222222
2024-01,84117,24.270555555555557
2024-02,02062,735.9102777777778
2024-02,10000,61.07022875816994
2024-02,10001,59.77936909581646
2024-02,10002,73.52125393852918
2024-02,10003,63.77210772792017
2024-02,10004,61.54745925925928
2024-02,10005,74.00671015712682
2024-02,10006,40.460798122065725
2024-02,10007,37.16522222222222
2024-02,10009,58.49625979623826
2024-02,10010,84.83009890109888
2024-02,10011,68.72402340752112
2024-02,10012,67.87549482924484
2024-02,10013,80.47420913682281
2024-02,10014,74.06411414024228
2024-02,10016,78.23538608260979
2024-02,10017,62.139694101508915
2024-02,10018,56.23830602636536
2024-02,10019,50.50830223619848
2024-02,10020,60.850267094017084
2024-02,10021,56.7518509021842
2024-02,10022,53.095898078529636
2024-02,10023,77.15440060127774
2024-02,10024,84.34600973654064
2024-02,10025,75.73422570697957
2024-02,10026,65.02022491486493
2024-02,10027,95.50443185308019
2024-02,10028,70.89143678160923
2024-02,10029,91.5773613231551
2024-02,10030,100.36096642656064
2024-02,10031,84.08367185185188
2024-02,10032,89.94162846297941
2024-02,10033,93.83355288491397
2024-02,10034,100.8667995236327
2024-02,10035,99.93460053185343
2024-02,10036,61.02448361823362
2024-02,10037,130.53425745016781
2024-02,10038,37.45692436412315
2024-02,10039,114.57007573399734
2024-02,10040,79.43924951892242
2024-02,10041,154.82694444444445
2024-02,10044,88.87785353535354
2024-02,10045,0.45944444444444443
2024-02,10048,1.0693055555555555
2024-02,10065,59.59309797227395
2024-02,10069,84.615
2024-02,10075,57.75446656258132
2024-02,10103,115.4088888888889
2024-02,10105,5.544722222222222
2024-02,10106,0.48138888888888887
2024-02,10107,1.118638888888889
2024-02,10110,4.495
2024-02,10111,0.48277777777777775
2024-02,10115,0.3711111111111111
2024-02,10118,12.888888888888888
2024-02,10119,74.40041666666667
2024-02,10120,0.8259722222222222
2024-02,10121,39.67464285714285
2024-02,10122,0.27666666666666667
2024-02,10123,120.57944444444445
2024-02,10128,68.12571471881157
2024-02,10152,0.51
2024-02,10153,196.63062499999998
2024-02,10162,38.410694444444445
2024-02,10165,7.278472222222223
2024-02,10166,0.5077777777777778
2024-02,10167,1.6325
2024-02,10168,0.6863541666666666
2024-02,10169,34.40993686868687
2024-02,10171,290.2438888888889
2024-02,10172,21.433333333333334
2024-02,10173,0.4033333333333333
2024-02,10174,1.5061111111111112
2024-02,10176,295.99611111111113
2024-02,10178,35.995
2024-02,10179,15.651944444444444
2024-02,10271,1.5372222222222223
2024-02,10278,7.666041666666667
2024-02,10279,98.41777777777776
2024-02,10280,92.47478632478631
2024-02,10281,120.46666666666667
2024-02,10282,48.98443121693121
2024-02,10301,79.28996728395055
2024-02,10302,64.77395945945948
2024-02,10303,60.7124423076923
2024-02,10304,78.0630969348659
2024-02,10305,70.70934354226023
2024-02,10306,82.86288281979455
2024-02,10307,51.40564373897707
2024-02,10308,63.62317417951761
2024-02,10309,62.54405883017164
2024-02,10310,53.909598838743726
2024-02,10312,69.08530260707639
2024-02,10314,59.125078125000016
2024-02,10451,127.56648478632474
2024-02,10452,127.28609291684693
2024-02,10453,139.87803538901926
2024-02,10454,113.22093265349484
2024-02,10455,132.45671429715017
2024-02,10456,125.69617914730307
2024-02,10457,127.0815324532452
2024-02,10458,122.93778912731041
2024-02,10459,136.95968443754305
2024-02,10460,117.38472991157239
2024-02,10461,71.74804519878803
2024-02,10462,103.67505271867618
2024-02,10463,97.58976155666942
2024-02,10464,61.665379403794034
2024-02,10465,65.09076286116989
2024-02,10466,78.5692837702872
2024-02,10467,105.75532100523624
2024-02,10468,114.88092485989281
2024-02,10469,88.03090992720585
2024-02,10470,66.2124201345103
2024-02,10471,49.837682051282066
2024-02,10472,103.85067118036237
2024-02,10473,83.2653499051612
2024-02,10474,139.3207638888889
2024-02,10475,135.07107573866003
2024-02,10804,23.011666666666667
2024-02,11001,20.923550724637682
2024-02,11004,78.88104230377165
2024-02,11005,30.440833333333334
2024-02,11040,51.782912698412694
2024-02,11101,39.21715958985488
2024-02,11102,55.58790518962079
2024-02,11103,50.584049983449226
2024-02,11104,66.18822318700758
2024-02,11105,50.43234277331294
2024-02,11106,56.88099923120495
2024-02,11109,20.846798245614035
2024-02,11201,38.106929735725274
2024-02,11203,91.96468422209658
2024-02,11204,74.50941816050225
2024-02,11205,61.378713923467025
2024-02,11206,90.51471202269397
2024-02,11207,99.99437966497035
2024-02,11208,96.37910283304012
2024-02,11209,73.8860135213054
2024-02,11210,81.90813518113312
2024-02,11211,93.59540736388567
2024-02,11212,124.1043074750468
2024-02,11213,104.32416652559121
2024-02,11214,46.065989501686374
2024-02,11215,53.14589015968929
2024-02,11216,125.66941679049039
2024-02,11217,42.48443217844204
2024-02,11218,57.8602089689804
2024-02,11219,67.64430043341218
2024-02,11220,66.15831294860757
2024-02,11221,86.03384954583858
2024-02,11222,74.59966044195455
2024-02,11223,48.33334811025855
2024-02,11224,135.18022353714665
2024-02,11225,94.59514349489798
2024-02,11226,119.98445032294534
2024-02,11228,44.01095802324063
2024-02,11229,42.81307869328129
2024-02,11230,76.06312232187352
2024-02,11231,79.69883063590453
2024-02,11232,76.33996420879261
2024-02,11233,115.69046155637032
2024-02,11234,46.843621178839406
2024-02,11235,48.06021919042937
2024-02,11236,90.00854425287358
2024-02,11237,57.53778668310725
2024-02,11238,80.46752175191064
2024-02,11239,11.503560801513586
2024-02,11241,9.14126984126984
2024-02,11249,75.86095947063694
2024-02,11251,5.210138888888888
2024-02,11354,77.54967400092399
2024-02,11355,72.68469696969699
2024-02,11356,41.99164118535293
2024-02,11357,56.86442789082685
2024-02,11358,57.73984070375654
2024-02,11359,9.543988095238095
2024-02,11360,49.33131276709401
2024-02,11361,47.60217873624425
2024-02,11362,71.2525677830941
2024-02,11363,92.46485094850946
2024-02,11364,67.31204490438147
2024-02,11365,52.61384150326795
2024-02,11366,15.390632428940567
2024-02,11367,82.40024378986232
2024-02,11368,39.44642638192229
2024-02,11369,51.10325260857302
2024-02,11370,71.12834722222222
2024-02,11371,35.408611111111114
2024-02,11372,61.51058032003325
2024-02,11373,60.54131770389315
2024-02,11374,64.44632468428311
2024-02,11375,44.94422711830543
2024-02,11377,50.61859135232234
2024-02,11378,36.99980868519688
2024-02,11379,47.42137868480722
2024-02,11385,41.89102531818539
2024-02,11411,61.66713190649661
2024-02,11412,85.74963007910827
2024-02,11413,74.47706404320986
2024-02,11414,48.77249761564141
2024-02,11415,79.33224288840267
2024-02,11416,42.89010592138843
2024-02,11417,48.77837037037032
2024-02,11418,68.6473665425202
2024-02,11419,46.76491568681068
2024-02,11420,52.36374825076965
2024-02,11421,32.982582331042366
2024-02,11422,82.49048789173791
2024-02,11423,74.87052397868561
2024-02,11426,73.47179479294792
2024-02,11427,110.22553216374263
2024-02,11428,93.2053511679293
2024-02,11429,72.35211956521741
2024-02,11430,143.7533114035088
2024-02,11432,97.6177552964487
2024-02,11433,49.228978288633456
2024-02,11434,89.32221877650557
2024-02,11435,75.09712665016495
2024-02,11436,60.46371865654472
2024-02,11691,99.8564585886439
2024-02,11692,111.23875041708376
2024-02,11693,74.06634842519682
2024-02,11694,61.26204055321143
2024-02,11697,73.64866666666667
2024-02,11706,731.6861111111111
2024-02,11735,734.9138888888889
2024-02,11753,755.3505555555555
2024-02,12345,20.7175
2024-02,33394,20.08
2024-02,33496,735.7455555555556
2024-02,56377,383.8411111111111
2024-02,77478,68.43277777777777
2024-03,07110,18.782777777777778
2024-03,07728,11.768055555555556
2024-03,10000,320.17752955082744
2024-03,10001,81.93025422147589
2024-03,10002,89.77839179104475
2024-03,10003,127.71077645239667
2024-03,10004,28.122042905581637
2024-03,10005,91.5931504065041
2024-03,10006,44.190873761085044
2024-03,10007,51.073351995406256
2024-03,10009,97.42316951022833
2024-03,10010,125.72506832694765
2024-03,10011,95.85446040868455
2024-03,10012,104.14877558066543
2024-03,10013,97.96856091439427
2024-03,10014,83.63337075148115
2024-03,10016,257.96932148546387
2024-03,10017,83.73098438084547
2024-03,10018,80.2016771251673
2024-03,10019,81.40146254425031
2024-03,10020,155.9738888888889
2024-03,10021,141.36838701019866
2024-03,10022,113.25204781289908
2024-03,10023,561.6413744134117
2024-03,10024,122.0794848394175
2024-03,10025,129.27055103475993
2024-03,10026,121.01583892382958
2024-03,10027,134.39252205258686
2024-03,10028,132.9640251572327
2024-03,10029,121.14176255993328
2024-03,10030,149.10301083648773
2024-03,10031,121.67144735754715
2024-03,10032,127.31684319071597
2024-03,10033,125.73936111111124
2024-03,10034,92.28678385624048
2024-03,10035,146.7161239782016
